Day,Price,Open,High,Low,Change
2018.10.29,20.051500000000001,19.385999999999999,20.114100000000001,19.361999999999998,3.4300000000000002
2018.10.28,19.3857,19.366,19.388000000000002,19.352900000000002,0.12
2018.10.26,19.361499999999999,19.4955,19.6221,19.330500000000001,-0.66000000000000003
2018.10.25,19.490500000000001,19.6005,19.614699999999999,19.388500000000001,-0.59999999999999998
2018.10.24,19.609100000000002,19.305099999999999,19.639099999999999,19.260000000000002,1.6100000000000001
2018.10.23,19.297499999999999,19.407499999999999,19.4697,19.253499999999999,-0.56999999999999995
2018.10.22,19.4085,19.265999999999998,19.408999999999999,19.217500000000001,0.58999999999999997
2018.10.21,19.295500000000001,19.265000000000001,19.296800000000001,19.265000000000001,0.14999999999999999
2018.10.19,19.266999999999999,19.158999999999999,19.350000000000001,19.084700000000002,0.58999999999999997
2018.10.18,19.154499999999999,18.876999999999999,19.1919,18.848500000000001,1.45
2018.10.17,18.879999999999999,18.760000000000002,18.898,18.75,0.68000000000000005
2018.10.16,18.751999999999999,18.833500000000001,18.903700000000001,18.726199999999999,-0.47999999999999998
2018.10.15,18.842500000000001,18.867000000000001,18.9023,18.776499999999999,-0.20999999999999999
2018.10.14,18.881399999999999,18.854800000000001,18.883199999999999,18.853300000000001,0.12
2018.10.12,18.859000000000002,18.9863,18.991499999999998,18.843499999999999,-0.63
2018.10.11,18.979500000000002,19.156500000000001,19.184699999999999,18.936499999999999,-0.93000000000000005
2018.10.10,19.157599999999999,19.039999999999999,19.177,18.969799999999999,0.62
2018.10.09,19.039999999999999,18.940000000000001,19.077000000000002,18.908999999999999,0.51000000000000001
2018.10.08,18.942499999999999,18.823699999999999,18.960599999999999,18.749500000000001,0.92000000000000004
2018.10.07,18.769400000000001,18.803999999999998,18.817499999999999,18.763999999999999,-0.29999999999999999
2018.10.05,18.825500000000002,19.103999999999999,19.135999999999999,18.8035,-1.4399999999999999
2018.10.04,19.1005,19.0395,19.203499999999998,18.955500000000001,0.28999999999999998
2018.10.03,19.045000000000002,18.7943,19.0472,18.7105,1.3300000000000001
2018.10.02,18.795500000000001,18.709499999999998,18.869199999999999,18.700199999999999,0.41999999999999998
2018.10.01,18.717600000000001,18.718,18.750399999999999,18.504000000000001,0.23000000000000001
2018.09.30,18.674700000000001,18.685300000000002,18.6938,18.6692,-0.23000000000000001
2018.09.28,18.718399999999999,18.789400000000001,18.883199999999999,18.674399999999999,-0.34999999999999998
2018.09.27,18.784300000000002,18.829499999999999,18.954999999999998,18.746500000000001,-0.31
2018.09.26,18.843,19.000499999999999,19.065999999999999,18.8065,-0.78000000000000003
2018.09.25,18.992000000000001,18.968499999999999,19.042300000000001,18.9236,0.12
2018.09.24,18.968499999999999,18.816700000000001,18.971399999999999,18.802499999999998,0.64000000000000001
2018.09.23,18.847899999999999,18.848600000000001,18.849900000000002,18.834399999999999,8.9999999999999997E-2
2018.09.21,18.831499999999998,18.830200000000001,18.942399999999999,18.7835,0.02
2018.09.20,18.827999999999999,18.783000000000001,18.898199999999999,18.710000000000001,0.28000000000000003
2018.09.19,18.776,18.808299999999999,18.8247,18.678999999999998,-0.16
2018.09.18,18.806799999999999,18.833500000000001,18.9223,18.726199999999999,-0.17000000000000001
2018.09.17,18.838000000000001,18.880700000000001,18.9178,18.801500000000001,-0.29999999999999999
2018.09.16,18.895,18.8719,18.895,18.859500000000001,4.0000000000000001E-2
2018.09.14,18.888200000000001,18.836400000000001,18.927,18.77,0.28999999999999998
2018.09.13,18.833500000000001,19.017800000000001,19.061199999999999,18.789000000000001,-0.96999999999999997
2018.09.12,19.017700000000001,19.186699999999998,19.229900000000001,19.0138,-0.88
2018.09.11,19.187000000000001,19.2715,19.382999999999999,19.149699999999999,-0.44
2018.09.10,19.2715,19.325700000000001,19.3672,19.241700000000002,-0.28999999999999998
2018.09.09,19.328499999999998,19.335000000000001,19.336099999999998,19.322199999999999,0.02
2018.09.07,19.324000000000002,19.185199999999998,19.359999999999999,19.125,0.73999999999999999
2018.09.06,19.183,19.3413,19.448499999999999,19.151,-0.82999999999999996
2018.09.05,19.342700000000001,19.404299999999999,19.690899999999999,19.315799999999999,-0.31
2018.09.04,19.403500000000001,19.192699999999999,19.484400000000001,19.182700000000001,1.1000000000000001
2018.09.03,19.192699999999999,19.073,19.285900000000002,19.073,0.41999999999999998
2018.09.02,19.1129,19.090499999999999,19.129799999999999,19.0868,0.14999999999999999
2018.08.31,19.085000000000001,19.109000000000002,19.288,19.050999999999998,-0.14999999999999999
2018.08.30,19.113499999999998,18.954999999999998,19.204999999999998,18.931999999999999,0.82999999999999996
2018.08.29,18.955400000000001,19.0825,19.1981,18.9435,-0.66000000000000003
2018.08.28,19.0822,18.770299999999999,19.126200000000001,18.712299999999999,1.6899999999999999
2018.08.27,18.765499999999999,18.894200000000001,18.895399999999999,18.606000000000002,-0.10000000000000001
2018.08.26,18.784300000000002,18.814299999999999,18.828199999999999,18.7805,-0.67000000000000004
2018.08.24,18.9115,19.0227,19.0685,18.791399999999999,-0.51000000000000001
2018.08.23,19.009,18.7258,19.0154,18.718800000000002,1.5
2018.08.22,18.7287,18.953199999999999,18.9847,18.7165,-1.2
2018.08.21,18.956199999999999,19.004200000000001,19.021000000000001,18.803999999999998,-0.26000000000000001
2018.08.20,19.004999999999999,18.877500000000001,19.094999999999999,18.854700000000001,0.58999999999999997
2018.08.19,18.893599999999999,18.8886,18.907499999999999,18.883600000000001,0
2018.08.17,18.8935,18.9785,19.159700000000001,18.8355,-0.46999999999999997
2018.08.16,18.981999999999999,19.125699999999998,19.204499999999999,18.924499999999998,-0.81000000000000005
2018.08.15,19.1373,18.881900000000002,19.302700000000002,18.8507,1.3500000000000001
2018.08.14,18.8826,19.125,19.1615,18.851700000000001,-1.24
2018.08.13,19.120000000000001,18.913799999999998,19.382899999999999,18.913799999999998,0.19
2018.08.12,19.083600000000001,19.087599999999998,19.098600000000001,18.9908,0.92000000000000004
2018.08.10,18.91,18.698499999999999,19.079999999999998,18.684000000000001,1.1599999999999999
2018.08.09,18.692799999999998,18.4773,18.717199999999998,18.4453,1.2
2018.08.08,18.4711,18.4572,18.574999999999999,18.411000000000001,8.0000000000000002E-2
2018.08.07,18.457100000000001,18.516200000000001,18.554200000000002,18.401299999999999,-0.33000000000000002
2018.08.06,18.518999999999998,18.557700000000001,18.6282,18.465,-0.28999999999999998
2018.08.05,18.572399999999998,18.559899999999999,18.5746,18.557300000000001,0.10000000000000001
2018.08.03,18.553999999999998,18.648,18.713699999999999,18.538,-0.52000000000000002
2018.08.02,18.650500000000001,18.590499999999999,18.766100000000002,18.579000000000001,0.34000000000000002
2018.08.01,18.588000000000001,18.649999999999999,18.7164,18.559999999999999,-0.32000000000000001
2018.07.31,18.648,18.542999999999999,18.676300000000001,18.512,0.58999999999999997
2018.07.30,18.5395,18.629999999999999,18.657,18.493500000000001,-0.44
2018.07.29,18.6219,18.624700000000001,18.624700000000001,18.610299999999999,-2.9999999999999999E-2
2018.07.27,18.628299999999999,18.631,18.677299999999999,18.532499999999999,0.01
2018.07.26,18.625900000000001,18.671299999999999,18.749199999999998,18.581299999999999,-0.22
2018.07.25,18.6676,18.878,18.904199999999999,18.666,-1.1299999999999999
2018.07.24,18.880500000000001,18.888500000000001,18.966200000000001,18.800699999999999,-0.01
2018.07.23,18.882000000000001,19.02,19.170999999999999,18.8565,-0.75
2018.07.22,19.0243,19.029900000000001,19.047000000000001,19.021100000000001,0
2018.07.20,19.024000000000001,19.0535,19.155000000000001,18.905999999999999,-0.14999999999999999
2018.07.19,19.0535,18.894500000000001,19.172499999999999,18.859500000000001,0.82999999999999996
2018.07.18,18.8965,18.889299999999999,19.045000000000002,18.806000000000001,4.0000000000000001E-2
2018.07.17,18.889299999999999,18.818999999999999,18.957799999999999,18.809000000000001,0.37
2018.07.16,18.82,18.898,18.922799999999999,18.783100000000001,-0.44
2018.07.15,18.903300000000002,18.894200000000001,18.9115,18.876000000000001,7.0000000000000007E-2
2018.07.13,18.890999999999998,18.984500000000001,19.106000000000002,18.856000000000002,-0.46999999999999997
2018.07.12,18.979500000000002,19.081499999999998,19.105499999999999,18.7545,-0.54000000000000004
2018.07.11,19.082999999999998,18.9313,19.094999999999999,18.901,0.81999999999999995
2018.07.10,18.927099999999999,19.217199999999998,19.286999999999999,18.879799999999999,-1.52
2018.07.09,19.219999999999999,19.009,19.2422,18.961600000000001,0.76000000000000001
2018.07.08,19.075700000000001,19.059699999999999,19.080300000000001,19.0318,0.25
2018.07.06,19.027799999999999,19.222200000000001,19.290299999999998,19.003299999999999,-0.96999999999999997
2018.07.05,19.215,19.446999999999999,19.468699999999998,19.177800000000001,-1.21
2018.07.04,19.4495,19.456,19.564800000000002,19.371500000000001,-4.0000000000000001E-2
2018.07.03,19.456499999999998,19.955500000000001,20.051500000000001,19.4435,-2.4900000000000002
2018.07.02,19.952999999999999,19.802499999999998,20.204000000000001,19.629000000000001,0.71999999999999997
2018.07.01,19.8094,19.9163,19.953199999999999,19.742999999999999,-0.54000000000000004
2018.06.29,19.9175,19.721499999999999,19.9832,19.566500000000001,1.01
2018.06.28,19.718,20.1784,20.211200000000002,19.6935,-2.29
2018.06.27,20.179400000000001,19.949000000000002,20.241199999999999,19.888000000000002,1.1299999999999999
2018.06.26,19.953299999999999,19.8948,20.002400000000002,19.7822,0.28999999999999998
2018.06.25,19.8947,20.009599999999999,20.152999999999999,19.8855,-0.76000000000000001
2018.06.24,20.046299999999999,20.015899999999998,20.0502,20.002300000000002,0.16
2018.06.22,20.015000000000001,20.338799999999999,20.351500000000001,20.009599999999999,-1.53
2018.06.21,20.326000000000001,20.355,20.533799999999999,20.201499999999999,-0.17000000000000001
2018.06.20,20.359999999999999,20.532,20.585999999999999,20.332000000000001,-0.81000000000000005
2018.06.19,20.525500000000001,20.506499999999999,20.708500000000001,20.479500000000002,8.0000000000000002E-2
2018.06.18,20.509,20.626000000000001,20.789200000000001,20.5017,-0.85999999999999999
2018.06.17,20.686599999999999,20.628,20.697700000000001,20.621200000000002,0.28000000000000003
2018.06.15,20.6295,20.890499999999999,20.965,20.611999999999998,-1.25
2018.06.14,20.890499999999999,20.6447,20.897600000000001,20.5045,1.2
2018.06.13,20.642499999999998,20.714600000000001,20.825299999999999,20.570499999999999,-0.35999999999999999
2018.06.12,20.716100000000001,20.593499999999999,20.726500000000001,20.512499999999999,0.59999999999999998
2018.06.11,20.593,20.322500000000002,20.603999999999999,20.2728,1.24
2018.06.10,20.34,20.335999999999999,20.343699999999998,20.3126,0.25
2018.06.08,20.2895,20.4755,20.659700000000001,20.246700000000001,-0.92000000000000004
2018.06.07,20.4785,20.301200000000001,20.6553,20.285,0.87
2018.06.06,20.301200000000001,20.4605,20.491099999999999,20.221,-0.78000000000000003
2018.06.05,20.4605,20.081499999999998,20.480899999999998,20.0623,1.9099999999999999
2018.06.04,20.077000000000002,19.928799999999999,20.0976,19.8583,0.66000000000000003
2018.06.03,19.945699999999999,19.9329,19.9481,19.926100000000002,0.02
2018.06.01,19.942699999999999,19.91,20.0029,19.800799999999999,0.14999999999999999
2018.05.31,19.913499999999999,19.73,20.055499999999999,19.717500000000001,0.94999999999999996
2018.05.30,19.727,19.835999999999999,19.858499999999999,19.640999999999998,-0.55000000000000004
2018.05.29,19.835999999999999,19.593,19.885400000000001,19.571999999999999,1.23
2018.05.28,19.595500000000001,19.553699999999999,19.640499999999999,19.4543,0.31
2018.05.27,19.534700000000001,19.5364,19.5715,19.525200000000002,-7.0000000000000007E-2
2018.05.25,19.547699999999999,19.580400000000001,19.680399999999999,19.481300000000001,-0.13
